practice_code,gpps_overall_pct,gpps_contact_pct,gpps_responses
E85739,69.2,63.9,71
E85743,71.1,80.9,23
E85744,86.5,82.2,85
E85745,76.1,76.6,63
E85746,76.6,73.1,30
E85748,59.2,56.5,39
E85750,88.0,90.4,68
E86001,89.5,76.4,105
E86004,69.5,76.5,76
E86005,72.9,62.5,52
E86006,86.2,74.9,74
E86007,64.2,46.2,60
E86009,91.0,86.9,82
E86010,68.4,74.4,109
E86011,93.8,93.1,58
E86012,75.4,71.5,88
E86014,86.4,80.5,61
E86015,64.9,54.7,112
E86016,85.4,90.0,54
E86017,69.8,59.3,151
E86018,70.2,59.3,58
E86019,80.1,84.2,57
E86020,80.8,77.3,42
E86022,89.7,88.4,56
E86024,79.0,79.7,37
E86026,75.5,62.3,63
E86027,72.1,79.9,51
E86028,81.8,79.6,70
E86029,68.7,72.0,71
E86030,78.6,73.1,107
E86033,62.2,52.7,40
E86034,69.7,66.2,18
E86036,82.6,78.6,73
E86038,85.3,83.1,62
E86041,69.2,65.8,38
E86042,70.9,80.4,55
E86605,90.5,84.6,24
E86609,77.2,78.4,80
E86610,58.0,49.9,19
E86612,69.1,65.3,40
E86615,78.7,74.1,20
E86618,79.2,81.0,56
E86619,62.1,72.9,20
E86620,69.9,71.3,36
E86625,73.9,71.8,21
E86626,72.9,76.4,45
E86629,70.9,73.9,26
E86632,66.7,62.1,39
E86637,75.7,72.5,54
E86640,97.3,95.9,55
E87002,66.5,54.2,126
E87003,86.8,76.6,48
E87004,86.7,83.7,103
E87005,83.7,71.7,83
E87006,87.1,90.5,45
E87008,77.2,78.1,102
E87009,89.3,85.8,39
E87010,79.2,70.5,52
E87011,64.5,53.6,55
E87013,86.2,82.8,153
E87016,92.4,85.7,131
E87021,84.3,87.8,46
E87024,88.8,84.4,52
E87026,84.1,91.8,22
E87029,83.7,88.7,79
E87034,86.5,81.6,140
E87037,61.0,70.4,77
E87038,88.2,88.8,45
E87043,82.6,85.3,60
E87045,74.3,74.7,46
E87046,55.5,51.8,75
E87047,82.4,78.1,66
E87048,85.4,85.6,34
E87052,66.8,68.1,24
E87061,88.0,85.4,131
E87063,76.5,71.7,132
E87065,85.1,86.4,35
E87066,77.7,65.8,71
E87067,90.7,93.7,106
E87069,77.9,76.5,27
E87070,70.1,68.3,57
E87609,86.2,79.8,206
E87637,83.3,82.2,190
E87648,93.6,91.2,46
E87663,87.4,85.2,31
E87665,95.1,97.8,68
E87677,67.5,74.6,154
E87681,81.9,78.2,133
E87701,92.7,94.5,90
E87702,92.0,92.7,32
E87706,71.9,73.2,33
E87711,99.1,97.9,3
E87714,87.9,86.1,64
E87715,80.4,78.9,67
E87720,83.9,89.9,86
E87722,84.9,87.3,66
E87733,82.8,84.1,43
E87737,79.3,88.1,88
E87738,84.2,80.2,143
E87739,78.2,81.7,83
E87741,75.5,81.1,28
E87742,92.1,90.2,30
E87745,82.5,67.8,88
E87746,80.0,80.3,44
E87750,85.9,93.2,40
E87751,92.9,90.5,21
E87753,77.2,80.7,95
E87754,90.4,96.1,67
E87755,95.0,90.4,32
E87756,,,-97
E87762,89.6,86.9,87
E87768,71.4,88.4,193
E87772,92.5,96.6,5
Y00200,79.6,76.4,38
Y00206,68.6,66.6,69
Y00352,81.5,75.5,183
Y00507,73.9,80.8,29
Y00902,84.0,84.8,31
Y01011,63.4,63.8,72
Y01090,88.0,86.7,77
Y01221,65.7,58.9,23
Y02342,79.6,76.1,77
Y02589,64.2,66.0,74
Y02671,76.5,79.0,139
Y02672,81.5,79.9,107
Y02692,73.8,81.0,121
Y02842,77.1,79.5,70
Y02906,60.2,60.0,63
Y03441,67.2,63.2,72
Y03528,,,-97
Y04225,87.6,76.3,11
Y05080,79.0,82.5,25
B85001,68.8,77.7,48
B85002,92.8,93.6,43
B85004,88.9,84.6,53
B85005,88.7,82.8,63
B85006,94.8,96.9,156
B85008,76.6,77.8,46
B85009,73.7,72.9,65
B85010,72.6,66.2,49
B85012,69.4,55.3,74
B85014,86.8,74.8,86
B85015,86.4,76.5,77
B85016,76.7,71.6,76
B85018,77.2,74.1,71
B85019,79.4,79.1,145
B85020,78.0,75.4,51
B85021,73.8,64.9,71
B85022,89.1,82.4,76
B85023,72.6,65.1,47
B85024,73.4,53.5,70
B85025,83.5,78.0,103
B85026,75.3,62.7,63
B85027,81.7,76.6,86
B85028,79.0,79.7,132
B85030,77.0,74.5,73
B85031,77.0,84.9,57
B85032,85.3,89.2,53
B85033,74.6,76.6,42
B85036,83.9,85.8,72
B85037,66.1,59.7,38
B85038,90.1,80.0,54
B85041,73.2,70.4,113
B85042,70.6,76.0,63
B85044,73.3,68.1,20
B85048,59.5,48.3,25
B85051,74.0,64.5,54
B85054,92.8,89.9,100
B85055,65.1,65.9,78
B85058,95.5,91.6,29
B85059,91.0,84.9,78
B85060,90.3,83.6,23
B85061,88.2,85.5,89
B85062,87.9,83.3,147
B85606,74.5,73.4,35
B85610,89.1,87.9,99
B85611,84.3,83.5,32
B85612,80.1,85.5,36
B85614,66.0,62.6,43
B85619,87.1,80.0,27
B85620,95.7,95.2,27
B85623,82.6,77.5,28
B85634,88.7,84.0,30
B85636,94.6,94.4,43
B85640,72.3,67.0,27
B85641,66.9,66.2,30
B85645,69.5,64.8,16
B85646,77.2,70.0,49
B85650,70.2,54.8,32
B85652,67.0,47.7,49
B85655,90.1,91.8,24
B85659,84.8,82.1,15
B85660,82.4,81.9,56
Y04266,82.7,79.6,33
Y06659,59.0,51.5,20
Y07275,77.8,75.6,23
